大項目	中項目	小項目	Prompt
顔	目の色	オレンジ色の目	orange eyes
顔	目の色	ゴールデンアイ	golden eye
顔	目の色	ピンクの生徒	pink pupils
顔	目の色	ピンク色の目	pink eyes
顔	目の色	ブロンドの色の目	blonde eyes
顔	目の色	黄色の目	yellow eyes
顔	目の色	灰色の目	gray eyes
顔	目の色	金色の目	brond eyes
顔	目の色	銀色の目	silver eyes
顔	目の色	空色の目	sky blue eyes
顔	目の色	勾配の目	gradient eyes
顔	目の色	黒色の目	black eyes
顔	目の色	紺色の目	navy eyes
顔	目の色	紫色の目	purple eyes
顔	目の色	朱色の目	vermilion eyes
顔	目の色	青い目	blue eyes
顔	目の色	赤色の目	red eyes
顔	目の色	多色の目	multicolored eyes
顔	目の色	茶色の目	brown eyes
顔	目の色	銅色の目	cooper eyes
顔	目の色	虹色の目	rainbow eyes
顔	目の色	白色の目	white eyes
顔	目の色	無色の目	colorless eyes
顔	目の色	明るい紫色の目	light purple eyes
顔	目の色	藍色の目	indigo eyes
顔	目の色	緑の目	green eyes
顔	輪郭	大きな顔	big face
顔	輪郭	萌コンテンツ系の可愛い顔	kawaii face
顔	肤	滑らかで輝く顔	smooth radiant face
顔	肤	滑らかで輝く肌	smooth radiant skin
顔	肤	滑らかな肌	smooth skin
修飾語	形状	ひだのついた	corrugated
修飾語	形容詞	エレガント	elegant
修飾語	形容詞	すばらしい	amazing
修飾語	形容詞	スムーズ	smooth
修飾語	形容詞	ノーブル	noble
修飾語	形容詞	暗い	dark
修飾語	形容詞	恵み	grace
修飾語	形容詞	主要	principal
修飾語	形容詞	深い暗い	deep dark
修飾語	形容詞	成熟	mature
修飾語	形容詞	精神	spirit
修飾語	形容詞	聖なる	holy
修飾語	材質	金属の	metal details
修飾語	材質	絹	silk
修飾語	修飾語	クラシック	classic
修飾語	修飾語	グランド	grand
修飾語	修飾語	て美的	aesthetic
修飾語	修飾語	フロー	flow
修飾語	修飾語	フローティング	floating
修飾語	修飾語	円柱状の	columnar crystal
修飾語	修飾語	屋内の	indoor
修飾語	修飾語	外側の	exterior
修飾語	修飾語	割れた	brokglass
修飾語	修飾語	完璧で手足	perfect limbs
修飾語	修飾語	完璧な	perfect details
修飾語	修飾語	厚いコーティング	thick coating
修飾語	修飾語	最高品質;	quality;highly
修飾語	修飾語	細かく	finely
修飾語	修飾語	湿性	drenched
修飾語	修飾語	多くの	details
修飾語	修飾語	丁寧	formal
修飾語	修飾語	超素晴らしいイラスト	super illustration
修飾語	修飾語	塗装されています	beautifully painted
修飾語	修飾語	透明な	transparent glass
修飾語	修飾語	内側の	interior
修飾語	修飾語	濡れている	wetting
修飾語	修飾語	廃墟になった	ruined
修飾語	修飾語	美しい	beautiful
修飾語	修飾語	品質	the quality
修飾語	修飾語	複雑なディテール	intricate detail
修飾語	修飾語	変	strange
修飾語	修飾語	本物の顔	authentic face
修飾語	修飾語	本物の肌の質感	authentic skin texture
修飾語	修飾語	野外の	outdoor
修飾語	修飾語	野生の	wild
修飾語	修飾語	役に立たない	unhelpless
修飾語	修飾語	流れる	flowing
修飾語	色	色	tint
修飾語	色	色付きの	colocrystal
修飾語	色	水色	water color
修飾語	動作	ストリップ	strips
獣体	肌質	ケモノの体毛 メスケモ単体指定では人の肌が残ってしまいがちなので強化に使用	body fur
獣体	毛皮	あお毛皮	blue fur
獣体	毛皮	あか毛皮	red fur
獣体	毛皮	アジュール毛皮	azure fur
獣体	毛皮	オレンジ毛皮	orange fur
獣体	毛皮	カラフル毛皮	colorful fur
獣体	毛皮	きいろ毛皮	yellow fur
獣体	毛皮	くろ毛皮	black fur
獣体	毛皮	しろ毛皮	white fur
獣体	毛皮	ちゃいろ毛皮	brown fur
獣体	毛皮	はいいろ毛皮	gray fur
獣体	毛皮	バラ毛皮	rose fur
獣体	毛皮	ピンク毛皮	pink fur
獣体	毛皮	みどり毛皮	green fur
獣体	毛皮	むらさき毛皮	purple fur
獣体	毛皮	レインボー毛皮	rainbow fur
獣体	毛皮	金毛皮	blond fur
獣体	毛皮	銀毛皮	silver fur
獣体	毛皮	空色毛皮	sky blue fur
獣体	毛皮	紺毛皮	navy fur
獣体	毛皮	朱色毛皮	vermilion fur
獣体	毛皮	銅毛皮	cooper fur
獣体	毛皮	無毛皮	colorless fur
獣体	毛皮	明るい紫髪毛皮	light purple fur
獣体	毛皮	藍毛皮	indigo fur
照明	一般	照明	lighting
照明	陰影	暗い激しい影	dark intense shadows
照明	陰影	影の多い	shadow
照明	陰影	映画的な影	cinematic shadows
照明	陰影	劇的な影	dramatic shadows
照明	陰影	深い影	deep shadows
照明	環境光	アンビエントライト	ambient light
照明	光	ゴールデンアワー照明	golden hour lighting
照明	光	シティライト	citylight
照明	光	スポットライト	spot light
照明	光	ダイナミックライティング	dynamic lighting
照明	光	バチバチ輝く	sparkle
照明	光	映画的な光	cinematic lighting
照明	光	輝く	shine
照明	光	輝く星	glinting stars
照明	光	逆光	backlighting
照明	光	逆光2	backlight
照明	光	強いリムライト	strong rim light
照明	光	強い光	strong light
照明	光	強い光が被写体に差し込む	strong light coming in
照明	光	月光	moonlight
照明	光	光	light
照明	光	光が瞬く	light sparkles
照明	光	光り輝く	glowing
照明	光	光線が差す	light rays
照明	光	弱い光	faint light
照明	光	繊細なリムライト	rim light
照明	光	体積光	volumetric light
照明	光	木漏れ日	dappled sunlight
照明	光	木漏れ日2	light leaks
照明	光	綺麗に照らされた	beautifully lit
照明	神聖	聖なる光	holy light
照明	神聖	聖なる照明	holy lighting
照明	装飾光	イルミネーション	illumination
照明	粒子	照明粒子	lighting particle
詳細	形状	ドクロ	skull
詳細	形状	ドラゴン	dragon
詳細	形状	ハート	heart
詳細	形状	球体	sphere
詳細	形状	球体2	spherical
詳細	形状	三日月	crescent
詳細	形状	人参	carrot
詳細	形状	星	star
詳細	形状	蝶々	butterfly
詳細	形状	宝石	gem
詳細	形状	葉っぱ	leaf
詳細	形状	蝙蝠	bat
詳細	系統	かっこいい	cool
詳細	系統	かわいい	cute
詳細	系統	球体	sphere
詳細	材質	ガラス	glassy
詳細	材質	クリスタル	crystal
詳細	材質	ダイアモンド	diamond
詳細	材質	テカテカ	latex
詳細	材質	デニム	denim
詳細	材質	ルビー	ruby
詳細	材質	レース	lace trim
詳細	材質	球体	spherical
詳細	材質	金属	metallic
詳細	材質	透けた,透明な	transparent
詳細	材質	皮	leather
詳細	材質	毛皮	fur
詳細	材質	毛皮のような	furry
詳細	材質	木製	wooden
詳細	時代	中世	midriff
詳細	状態	艶やか	shiny
詳細	状態	輝いてる	glitter
詳細	状態	屈折,反射	refractions
詳細	状態	濡れた	wet
詳細	状態	燃焼	burning
詳細	状態	発光している	luminous
詳細	状態	明るい	bright
詳細	状態	冷たい	cold
詳細	色	あお,青	blue
詳細	色	あか,赤	red
詳細	色	アジュール	azure
詳細	色	オレンジ,橙	orange
詳細	色	カラフル	colorful
詳細	色	きいろ,黄色	yellow
詳細	色	くろ,黒	black
詳細	色	しろ,白	white
詳細	色	ちゃいろ,茶	brown
詳細	色	はいいろ,灰色	gray
詳細	色	バラ,薔薇色	rose
詳細	色	ピンク,桃色	pink
詳細	色	みどり,緑	green
詳細	色	むらさき,紫	purple
詳細	色	レインボー,虹色	rainbow
詳細	色	金,ゴールド	blond
詳細	色	銀,シルバー	silver
詳細	色	空色,水色	sky blue
詳細	色	紺	navy
詳細	色	朱色	vermilion
詳細	色	銅,ブロンズ	cooper
詳細	色	無色,透明	colorless
詳細	色	明るい紫髪	light purple
詳細	色	藍	indigo
詳細	大きさ,長さ,量	たくさんの	lot of
詳細	大きさ,長さ,量	巨	huge
詳細	大きさ,長さ,量	小	little
詳細	大きさ,長さ,量	大	big
詳細	大きさ,長さ,量	短い	short
詳細	大きさ,長さ,量	中	middle
詳細	大きさ,長さ,量	長い	long
詳細	品質	きめ細かい	detailed
詳細	品質	ゴージャスな	gorgeous
詳細	品質	とても美しい	excellent beautiful
詳細	品質	ハイクオリティ	high quality
詳細	品質	ベスト	best
詳細	品質	レイヤーアップ	1000 layer
詳細	品質	信じられないほどきめ細かい	incredibly detailed
詳細	品質	繊細な	delicate
詳細	品質	非常にきめ細かい	extremely detailed
詳細	品質	非常に美しくきめ細かい	extremely beautiful detailed
詳細	品質	美しくきめ細かい	beautiful detailed
詳細	品質	良い	fine
場所	屋外	アトランティス	atlantis
場所	屋外	サイバーパンクな町	cyberpunk city
場所	屋外	サボテンで砂漠	desert with cactus
場所	屋外	ジャングル	jungle
場所	屋外	スタジアム	stadium
場所	屋外	スノーマウンテン	snow mountain
場所	屋外	スラム	slum
場所	屋外	ディズニーランド	Disney Resort outdoo
場所	屋外	デスガーデン	death garden
場所	屋外	プール	swimming pool
場所	屋外	プールサイド	pool side
場所	屋外	フェアリーランド	fairyland
場所	屋外	ホテル(屋外)	hotel outside
場所	屋外	ライブ会場1	concert venue
場所	屋外	ライブ会場2	live concert
場所	屋外	ラスベガス	Las Vegas
場所	屋外	宇宙ポート	space port
場所	屋外	運動場	athletic field
場所	屋外	遠くの山と湖	mountains lakes in the distance
場所	屋外	屋外	outdoors
場所	屋外	屋敷	residence
場所	屋外	屋敷	residence house outdoors
場所	屋外	温泉	onsen
場所	屋外	温泉	onsen
場所	屋外	温泉2	hot water
場所	屋外	家	house outdoors
場所	屋外	河川	rivers
場所	屋外	火山	volcano
場所	屋外	花の海	sea of flowers
場所	屋外	花畑	flower field
場所	屋外	海	beach
場所	屋外	海の波	ocean waves
場所	屋外	海岸	coast
場所	屋外	海中	in the sea
場所	屋外	崖	cliff
場所	屋外	街	street
場所	屋外	街並み	cityscape
場所	屋外	学校	school outdoors
場所	屋外	京都	kyoto
場所	屋外	教会	church outdoors
場所	屋外	近未来都市	near future city
場所	屋外	空	sky
場所	屋外	月面	lunar surface
場所	屋外	公園	public park
場所	屋外	工場	factory
場所	屋外	工場	factory area outdoor
場所	屋外	甲板	deck of a ship
場所	屋外	荒野	desert
場所	屋外	山の小川の湖	lake in mountain stream
場所	屋外	山頂	summit (e.g. mountain)
場所	屋外	城	castle outdoor
場所	屋外	森	shrine grove
場所	屋外	森林	forest
場所	屋外	神社	shrine
場所	屋外	水中	underwater
場所	屋外	水中	underwater
場所	屋外	星空	starry sky
場所	屋外	雪原	snow field
場所	屋外	戦場	battlefield
場所	屋外	戦場で	on the battlefield
場所	屋外	戦争の都市の遺跡	ruins of city in war
場所	屋外	繊細な遺跡	ruins of details
場所	屋外	滝	waterfall
場所	屋外	地下	underground
場所	屋外	地球上の地獄	hell on earth
場所	屋外	電車	train outdoors
場所	屋外	踏切	railroad crossing
場所	屋外	廃墟	ruins
場所	屋外	廃墟	ruins outdoor
場所	屋外	発電所	power plant outdoor
場所	屋外	繁華街	downtown area
場所	屋外	病院	hospital outdoors
場所	屋外	墓地	graveyard
場所	屋外	霧に囲まれた山	mist encircles the mountains
場所	屋外	木々のある雪の森	snow forest with trees
場所	屋外	遊園地	amusement park
場所	屋外	陸上競技場	athletics stadium
場所	屋内	あかちゃんベッド	baby cradle
場所	屋内	あかちゃん部屋	baby room
場所	屋内	ウエスタンスタイルの部屋	western style room
場所	屋内	カジノ	casino
場所	屋内	きちんとした教室	tidy classroom
場所	屋内	コーナー	corner
場所	屋内	コンサートホール	concert hall
場所	屋内	シーリング	ceiling
場所	屋内	ジム	gym
場所	屋内	スケルトン教会	skeleton church
場所	屋内	トイレ	toilet room
場所	屋内	バスタブ	bathtub
場所	屋内	ベッドの上	on bed
場所	屋内	ベッドルーム	bedroom
場所	屋内	ホテル(屋内)	hotel inside
場所	屋内	ライブハウス	live music club
場所	屋内	暗い部屋	dark room
場所	屋内	医務室	infirmary
場所	屋内	映画館	cinema
場所	屋内	映画館	cinema indoors
場所	屋内	屋内	indoors
場所	屋内	屋敷	residence indoors
場所	屋内	家	house
